company,year,quarter,highlight_type,speaker,text,relevance_score,role_bucket,role,quote,score
Spotify,2020,2,Strategic_Announcement,Unknown,"Because this, as we have talked about before, even with the announcement of Joe Rogan, this was the number one searched for show on Spotify that we're now including.",2.0,CEO,CEO,"Because this, as we have talked about before, even with the announcement of Joe Rogan, this was the number one searched for show on Spotify that we're now including.",2.0
Spotify,2020,2,CEO_Quote,Unknown,"So I think the combination of those two growth will still be the priority, given that we're talking about in the billions.",1.7545,CEO,CEO,"So I think the combination of those two growth will still be the priority, given that we're talking about in the billions.",1.7545
Spotify,2020,4,Strategic_Announcement,Unknown,"And then with the impact on the model, as I've said, we have assumed the price increases in the model where we know we're gonna launch them and when we're gonna launch them.",4.0,CFO,CFO,"And then with the impact on the model, as I've said, we have assumed the price increases in the model where we know we're gonna launch them and when we're gonna launch them.",4.0
Spotify,2020,4,Strategic_Announcement,Unknown,"We've seen Amazon buy Wondery to integrate podcasts into Amazon Music, and Apple appears to be gearing up to launch some form of subscription podcast product.",4.0,OTHER,,"We've seen Amazon buy Wondery to integrate podcasts into Amazon Music, and Apple appears to be gearing up to launch some form of subscription podcast product.",4.0
Spotify,2020,4,Strategic_Announcement,Unknown,"You noted churn should decline in 2021, but do you expect the newly announced price increases to represent a material headwind to sub growth in 2021?",3.5773,OTHER,,"You noted churn should decline in 2021, but do you expect the newly announced price increases to represent a material headwind to sub growth in 2021?",3.5773
Spotify,2020,4,Strategic_Announcement,Unknown,"Currently in Korea, it launched only with the premium individual and duo plans with no option of either the family plan or freemium model, which should help drive ARPU.",3.0,OTHER,,"Currently in Korea, it launched only with the premium individual and duo plans with no option of either the family plan or freemium model, which should help drive ARPU.",3.0
Spotify,2020,4,Strategic_Announcement,Unknown,"While this is clear strategy validation, curious how you expect it to impact Spotify and the ability to make acquisitions in the category.",2.9273,OTHER,,"While this is clear strategy validation, curious how you expect it to impact Spotify and the ability to make acquisitions in the category.",2.9273
Spotify,2020,4,Strategic_Announcement,Unknown,"I mean, there's obviously a number of factors that will go into price increases and where we launch them and the magnitude.",2.8591,CFO,CFO,"I mean, there's obviously a number of factors that will go into price increases and where we launch them and the magnitude.",2.8591
Spotify,2021,4,Strategic_Announcement,Unknown,"But honestly, when you look back, when we've made these batch launches before, which we've made a number of different times, we had a very similar one in LATAM.",4.0,CEO,CEO,"But honestly, when you look back, when we've made these batch launches before, which we've made a number of different times, we had a very similar one in LATAM.",4.0
Spotify,2021,4,Strategic_Announcement,Unknown,in the Latam launch was a very tough market where Argentina turned out to be a very easy growth market when we launched many years ago in Latam.,2.9545,CEO,CEO,in the Latam launch was a very tough market where Argentina turned out to be a very easy growth market when we launched many years ago in Latam.,2.9545
Spotify,2021,4,Strategic_Announcement,Unknown,And so I can't really announce any specific on this other than to say that we're in constant dialogue with our partners to bring this to market.,1.9545,CEO,CEO,And so I can't really announce any specific on this other than to say that we're in constant dialogue with our partners to bring this to market.,1.9545
Spotify,2022,2,Strategic_Announcement,Unknown,"But the trend line that we've seen now, as indicated since really our launch in 2008, is once we go through these growth spurts in MEU, it always, always leads to better subscriber numbers over time.",4.0,CEO,CEO,"But the trend line that we've seen now, as indicated since really our launch in 2008, is once we go through these growth spurts in MEU, it always, always leads to better subscriber numbers over time.",4.0
